94047 silly lifecycle user-home@1.1.1~preinstall: no script for preinstall, continuing
99469 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\chokidar\node_modules as its parent node_modules
99470 verbose linkBins readable-stream@2.1.4
99471 verbose linkMans readable-stream@2.1.4
99472 silly build readdirp@2.1.0
99473 info linkStuff readdirp@2.1.0
99474 silly linkStuff readdirp@2.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\chokidar\node_modules as its parent node_modules
99475 verbose linkBins readdirp@2.1.0
99476 verbose linkMans readdirp@2.1.0
99477 silly build chokidar@1.6.0
99478 info linkStuff chokidar@1.6.0
99479 silly linkStuff chokidar@1.6.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99480 verbose linkBins chokidar@1.6.0
99481 verbose linkMans chokidar@1.6.0
99482 silly build readable-stream@2.1.4
99483 info linkStuff readable-stream@2.1.4
99484 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\browserify\node_modules as its parent node_modules
99485 verbose linkBins readable-stream@2.1.4
99486 verbose linkMans readable-stream@2.1.4
99487 silly build duplexer2@0.1.4
99488 info linkStuff duplexer2@0.1.4
99489 silly linkStuff duplexer2@0.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\browserify\node_modules as its parent node_modules
99490 verbose linkBins duplexer2@0.1.4
99491 verbose linkMans duplexer2@0.1.4
99492 silly build readable-stream@2.0.6
99493 info linkStuff readable-stream@2.0.6
99494 silly linkStuff readable-stream@2.0.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\bl\node_modules as its parent node_modules
99495 verbose linkBins readable-stream@2.0.6
99496 verbose linkMans readable-stream@2.0.6
99497 silly build bl@1.1.2
99498 info linkStuff bl@1.1.2
99499 silly linkStuff bl@1.1.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99500 verbose linkBins bl@1.1.2
99501 verbose linkMans bl@1.1.2
99502 silly build utils-merge@1.0.0
99503 info linkStuff utils-merge@1.0.0
99504 silly linkStuff utils-merge@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99505 verbose linkBins utils-merge@1.0.0
99506 verbose linkMans utils-merge@1.0.0
99507 silly build express@4.14.0
99508 info linkStuff express@4.14.0
99509 silly linkStuff express@4.14.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\loopback\node_modules as its parent node_modules
99510 verbose linkBins express@4.14.0
99511 verbose linkMans express@4.14.0
99512 silly build express@4.0.0
99513 info linkStuff express@4.0.0
99514 silly linkStuff express@4.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99515 verbose linkBins express@4.0.0
99516 verbose linkMans express@4.0.0
99517 silly build v8flags@2.0.11
99518 info linkStuff v8flags@2.0.11
99519 silly linkStuff v8flags@2.0.11 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99520 verbose linkBins v8flags@2.0.11
99521 verbose linkMans v8flags@2.0.11
99522 silly build validate-npm-package-license@3.0.1
99523 info linkStuff validate-npm-package-license@3.0.1
99524 silly linkStuff validate-npm-package-license@3.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99525 verbose linkBins validate-npm-package-license@3.0.1
99526 verbose linkMans validate-npm-package-license@3.0.1
99527 silly build normalize-package-data@2.3.5
99528 info linkStuff normalize-package-data@2.3.5
99529 silly linkStuff normalize-package-data@2.3.5 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99530 verbose linkBins normalize-package-data@2.3.5
99531 verbose linkMans normalize-package-data@2.3.5
99532 silly build read-pkg@1.1.0
99533 info linkStuff read-pkg@1.1.0
99534 silly linkStuff read-pkg@1.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99535 verbose linkBins read-pkg@1.1.0
99536 verbose linkMans read-pkg@1.1.0
99537 silly build read-pkg-up@1.0.1
99538 info linkStuff read-pkg-up@1.0.1
99539 silly linkStuff read-pkg-up@1.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99540 verbose linkBins read-pkg-up@1.0.1
99541 verbose linkMans read-pkg-up@1.0.1
99542 silly build meow@3.7.0
99543 info linkStuff meow@3.7.0
99544 silly linkStuff meow@3.7.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99545 verbose linkBins meow@3.7.0
99546 verbose linkMans meow@3.7.0
99547 silly build dateformat@1.0.12
99548 info linkStuff dateformat@1.0.12
99549 silly linkStuff dateformat@1.0.12 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99550 verbose linkBins dateformat@1.0.12
99551 verbose link bins [ { dateformat: 'bin/cli.js' },
99551 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99551 verbose link bins   false ]
99552 verbose linkMans dateformat@1.0.12
99553 silly build vary@1.0.1
99554 info linkStuff vary@1.0.1
99555 silly linkStuff vary@1.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99556 verbose linkBins vary@1.0.1
99557 verbose linkMans vary@1.0.1
99558 silly build cors@2.7.1
99559 info linkStuff cors@2.7.1
99560 silly linkStuff cors@2.7.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99561 verbose linkBins cors@2.7.1
99562 verbose linkMans cors@2.7.1
99563 silly build verror@1.3.6
99564 info linkStuff verror@1.3.6
99565 silly linkStuff verror@1.3.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99566 verbose linkBins verror@1.3.6
99567 verbose linkMans verror@1.3.6
99568 silly build jsprim@1.3.0
99569 info linkStuff jsprim@1.3.0
99570 silly linkStuff jsprim@1.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99571 verbose linkBins jsprim@1.3.0
99572 verbose linkMans jsprim@1.3.0
99573 silly build http-signature@1.1.1
99574 info linkStuff http-signature@1.1.1
99575 silly linkStuff http-signature@1.1.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99576 verbose linkBins http-signature@1.1.1
99577 verbose linkMans http-signature@1.1.1
99578 silly build vinyl@0.5.3
99579 info linkStuff vinyl@0.5.3
99580 silly linkStuff vinyl@0.5.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99581 verbose linkBins vinyl@0.5.3
99582 verbose linkMans vinyl@0.5.3
99583 silly build vinyl-bufferstream@1.0.1
99584 info linkStuff vinyl-bufferstream@1.0.1
99585 silly linkStuff vinyl-bufferstream@1.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99586 verbose linkBins vinyl-bufferstream@1.0.1
99587 verbose linkMans vinyl-bufferstream@1.0.1
99588 silly build vinyl@1.1.1
99589 info linkStuff vinyl@1.1.1
99590 silly linkStuff vinyl@1.1.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-file\node_modules as its parent node_modules
99591 verbose linkBins vinyl@1.1.1
99592 verbose linkMans vinyl@1.1.1
99593 silly build vinyl-file@1.3.0
99594 info linkStuff vinyl-file@1.3.0
99595 silly linkStuff vinyl-file@1.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99596 verbose linkBins vinyl-file@1.3.0
99597 verbose linkMans vinyl-file@1.3.0
99598 silly build clone@0.2.0
99599 info linkStuff clone@0.2.0
99600 silly linkStuff clone@0.2.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99601 verbose linkBins clone@0.2.0
99602 verbose linkMans clone@0.2.0
99603 silly build graceful-fs@3.0.8
99604 info linkStuff graceful-fs@3.0.8
99605 silly linkStuff graceful-fs@3.0.8 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99606 verbose linkBins graceful-fs@3.0.8
99607 verbose linkMans graceful-fs@3.0.8
99608 silly build minimist@0.0.8
99609 info linkStuff minimist@0.0.8
99610 silly linkStuff minimist@0.0.8 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99611 verbose linkBins minimist@0.0.8
99612 verbose linkMans minimist@0.0.8
99613 silly build mkdirp@0.5.1
99614 info linkStuff mkdirp@0.5.1
99615 silly linkStuff mkdirp@0.5.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99616 verbose linkBins mkdirp@0.5.1
99617 verbose link bins [ { mkdirp: 'bin/cmd.js' },
99617 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\vinyl-fs\\node_modules\\.bin',
99617 verbose link bins   false ]
99618 verbose linkMans mkdirp@0.5.1
99619 silly build readable-stream@1.0.34
99620 info linkStuff readable-stream@1.0.34
99621 silly linkStuff readable-stream@1.0.34 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99622 verbose linkBins readable-stream@1.0.34
99623 verbose linkMans readable-stream@1.0.34
99624 silly build strip-bom@1.0.0
99625 info linkStuff strip-bom@1.0.0
99626 silly linkStuff strip-bom@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99627 verbose linkBins strip-bom@1.0.0
99628 verbose link bins [ { 'strip-bom': 'cli.js' },
99628 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\vinyl-fs\\node_modules\\.bin',
99628 verbose link bins   false ]
99629 verbose linkMans strip-bom@1.0.0
99630 silly build vinyl@0.4.6
99631 info linkStuff vinyl@0.4.6
99632 silly linkStuff vinyl@0.4.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-fs\node_modules as its parent node_modules
99633 verbose linkBins vinyl@0.4.6
99634 verbose linkMans vinyl@0.4.6
99635 silly build source-map@0.1.43
99636 info linkStuff source-map@0.1.43
99637 silly linkStuff source-map@0.1.43 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\vinyl-sourcemaps-apply\node_modules as its parent node_modules
99638 verbose linkBins source-map@0.1.43
99639 verbose linkMans source-map@0.1.43
99640 silly build vinyl-sourcemaps-apply@0.1.4
99641 info linkStuff vinyl-sourcemaps-apply@0.1.4
99642 silly linkStuff vinyl-sourcemaps-apply@0.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99643 verbose linkBins vinyl-sourcemaps-apply@0.1.4
99644 verbose linkMans vinyl-sourcemaps-apply@0.1.4
99645 silly build vm-browserify@0.0.4
99646 info linkStuff vm-browserify@0.0.4
99647 silly linkStuff vm-browserify@0.0.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99648 verbose linkBins vm-browserify@0.0.4
99649 verbose linkMans vm-browserify@0.0.4
99650 silly build which@1.2.10
99651 info linkStuff which@1.2.10
99652 silly linkStuff which@1.2.10 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99653 verbose linkBins which@1.2.10
99654 verbose link bins [ { which: './bin/which' },
99654 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99654 verbose link bins   false ]
99655 verbose linkMans which@1.2.10
99656 silly build wide-align@1.1.0
99657 info linkStuff wide-align@1.1.0
99658 silly linkStuff wide-align@1.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99659 verbose linkBins wide-align@1.1.0
99660 verbose linkMans wide-align@1.1.0
99661 silly build gauge@2.6.0
99662 info linkStuff gauge@2.6.0
99663 silly linkStuff gauge@2.6.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99664 verbose linkBins gauge@2.6.0
99665 verbose linkMans gauge@2.6.0
99666 silly build npmlog@3.1.2
99667 info linkStuff npmlog@3.1.2
99668 silly linkStuff npmlog@3.1.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99669 verbose linkBins npmlog@3.1.2
99670 verbose linkMans npmlog@3.1.2
99671 silly build window-size@0.1.4
99672 info linkStuff window-size@0.1.4
99673 silly linkStuff window-size@0.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99674 verbose linkBins window-size@0.1.4
99675 verbose link bins [ { 'window-size': 'cli.js' },
99675 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99675 verbose link bins   false ]
99676 verbose linkMans window-size@0.1.4
99677 silly build wordwrap@0.0.2
99678 info linkStuff wordwrap@0.0.2
99679 silly linkStuff wordwrap@0.0.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99680 verbose linkBins wordwrap@0.0.2
99681 verbose linkMans wordwrap@0.0.2
99682 silly build yargs@3.5.4
99683 info linkStuff yargs@3.5.4
99684 silly linkStuff yargs@3.5.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\uglify-js\node_modules as its parent node_modules
99685 verbose linkBins yargs@3.5.4
99686 verbose linkMans yargs@3.5.4
99687 silly build uglify-js@2.4.24
99688 info linkStuff uglify-js@2.4.24
99689 silly linkStuff uglify-js@2.4.24 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99690 verbose linkBins uglify-js@2.4.24
99691 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
99691 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99691 verbose link bins   false ]
99692 verbose linkMans uglify-js@2.4.24
99693 silly build with@3.0.1
99694 info linkStuff with@3.0.1
99695 silly linkStuff with@3.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99696 verbose linkBins with@3.0.1
99697 verbose linkMans with@3.0.1
99698 silly build constantinople@2.0.1
99699 info linkStuff constantinople@2.0.1
99700 silly linkStuff constantinople@2.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99701 verbose linkBins constantinople@2.0.1
99702 verbose linkMans constantinople@2.0.1
99703 silly build optimist@0.3.7
99704 info linkStuff optimist@0.3.7
99705 silly linkStuff optimist@0.3.7 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99706 verbose linkBins optimist@0.3.7
99707 verbose linkMans optimist@0.3.7
99708 silly build uglify-js@2.2.5
99709 info linkStuff uglify-js@2.2.5
99710 silly linkStuff uglify-js@2.2.5 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\transformers\node_modules as its parent node_modules
99711 verbose linkBins uglify-js@2.2.5
99712 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
99712 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\transformers\\node_modules\\.bin',
99712 verbose link bins   false ]
99713 verbose linkMans uglify-js@2.2.5
99714 silly build transformers@2.1.0
99715 info linkStuff transformers@2.1.0
99716 silly linkStuff transformers@2.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99717 verbose linkBins transformers@2.1.0
99718 verbose linkMans transformers@2.1.0
99719 silly build cliui@2.1.0
99720 info linkStuff cliui@2.1.0
99721 silly linkStuff cliui@2.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\gulp-uglify\node_modules as its parent node_modules
99722 verbose linkBins cliui@2.1.0
99723 verbose linkMans cliui@2.1.0
99724 silly build yargs@3.10.0
99725 info linkStuff yargs@3.10.0
99726 silly linkStuff yargs@3.10.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\gulp-uglify\node_modules as its parent node_modules
99727 verbose linkBins yargs@3.10.0
99728 verbose linkMans yargs@3.10.0
99729 silly build uglify-js@2.6.4
99730 info linkStuff uglify-js@2.6.4
99731 silly linkStuff uglify-js@2.6.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\gulp-uglify\node_modules as its parent node_modules
99732 verbose linkBins uglify-js@2.6.4
99733 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
99733 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\gulp-uglify\\node_modules\\.bin',
99733 verbose link bins   false ]
99734 verbose linkMans uglify-js@2.6.4
99735 silly build wrap-ansi@2.0.0
99736 info linkStuff wrap-ansi@2.0.0
99737 silly linkStuff wrap-ansi@2.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99738 verbose linkBins wrap-ansi@2.0.0
99739 verbose linkMans wrap-ansi@2.0.0
